"","user","membership"
"3221",128890,1
"3222",94177,1
"3223",162046,1
"3224",165348,1
"3225",47582,1
"3226",111092,1
"3227",88292,1
"3228",89192,1
"3229",169971,1
"3230",98327,2
"3231",165971,1
"3232",149879,1
"3233",20752,1
"3234",149232,1
"3235",19478,1
"3236",2643,1
"3237",139192,1
"3238",1421,2
"3239",2907,1
"3240",31123,1
"3241",32169,1
"3242",109523,2
"3243",50620,1
"3244",79802,1
"3245",13051,1
"3246",25356,1
"3247",129036,1
"3248",5166,1
"3249",19846,1
"3250",100663,1
"3251",60992,1
"3252",124134,1
"3253",144159,1
"3254",39501,1
"3255",141132,1
"3256",162454,1
"3257",38362,1
"3258",48992,1
"3259",91330,1
"3260",157952,1
"3261",157056,1
"3262",1867,1
"3263",48143,1
"3264",8004,1
"3265",74814,1
"3266",62776,2
"3267",173990,1
"3268",93086,1
"3269",7652,1
"3270",97527,1
"3271",158966,1
"3272",129416,1
"3273",103616,1
"3274",12738,1
"3275",87779,1
"3276",21129,1
"3277",175989,1
"3278",155009,1
"3279",123954,1
"3280",152820,1
"3281",12459,2
"3282",82275,1
"3283",78061,1
"3284",91076,2
"3285",175775,1
"3286",57064,1
"3287",93145,1
"3288",86815,1
"3289",72288,1
"3290",142149,1
"3291",120836,1
"3292",146526,1
"3293",100842,1
"3294",107283,1
"3295",63932,1
"3296",404,1
"3297",67315,1
"3298",133769,1
"3299",154072,1
"3300",47104,1
"3301",112284,2
"3302",147597,2
"3303",48257,1
"3304",91412,1
"3305",1187,2
"3306",90227,1
"3307",135540,2
"3308",89132,1
"3309",167640,1
"3310",171580,1
"3311",12871,1
"3312",160200,1
"3313",112170,1
"3314",109882,1
"3315",14018,1
"3316",127056,1
"3317",121061,1
"3318",141803,1
"3319",121137,1
"3320",50979,1
"3321",161264,1
"3322",26846,1
"3323",101401,1
"3324",154289,2
"3325",159221,1
"3326",70020,2
"3327",86689,1
"3328",132623,1
"3329",174605,1
"3330",83159,1
"3331",152640,1
"3332",138302,1
"3333",108225,1
"3334",20435,2
"3335",73564,1
"3336",65430,1
"3337",132008,1
"3338",74494,1
"3339",20692,1
"3340",115417,2
"3341",170150,1
"3342",158231,1
"3343",9745,1
"3344",52066,1
"3345",116199,1
"3346",121234,1
"3347",127286,1
"3348",169286,1
"3349",114696,1
"3350",21995,1
"3351",172703,1
"3352",175003,1
"3353",162364,2
"3354",94071,1
"3355",117848,1
"3356",146941,1
"3357",3746,1
"3358",159992,1
"3359",121310,1
"3360",30653,1
"3361",18953,1
"3362",32570,1
"3363",157937,1
"3364",156653,1
"3365",148805,1
"3366",156192,1
"3367",14031,1
"3368",48745,2
"3369",156078,1
"3370",38826,1
"3371",134460,1
"3372",63412,1
"3373",68068,1
"3374",106381,1
"3375",54307,1
"3376",133036,1
"3377",164863,1
"3378",32884,1
"3379",138110,1
"3380",23674,2
"3381",42673,1
"3382",75879,1
"3383",86654,1
"3384",67352,1
"3385",50529,2
"3386",110470,1
"3387",82583,1
"3388",148409,1
"3389",107956,1
"3390",4032,1
"3391",76577,2
"3392",682,1
"3393",151724,1
"3394",30524,1
"3395",141073,1
"3396",107421,1
"3397",31311,1
"3398",112806,1
"3399",89962,1
"3400",10369,1
"3401",43227,1
"3402",13478,1
"3403",97547,1
"3404",154630,1
"3405",174860,1
"3406",101004,1
"3407",98867,1
"3408",111364,1
"3409",79008,2
"3410",88469,1
"3411",122960,1
